7.00E-03	1.39E-02
5.80E-03	1.51E-02
3.58E-03	1.63E-02
2.53E-03	1.77E-02
-4.35E-04	1.99E-02
-1.95E-03	2.26E-02
-3.63E-03	2.56E-02
-5.28E-03	2.77E-02
-8.39E-03	2.98E-02
-1.18E-02	3.02E-02
-1.42E-02	2.90E-02
-1.77E-02	3.30E-02
-2.09E-02	3.28E-02
-2.41E-02	3.28E-02
-2.67E-02	3.34E-02
-3.01E-02	3.38E-02
-3.33E-02	3.53E-02
-3.44E-02	3.63E-02
-3.44E-02	3.32E-02
-3.25E-02	2.99E-02
-3.14E-02	2.69E-02
-2.84E-02	2.43E-02
-2.69E-02	2.10E-02
-2.33E-02	1.96E-02
-2.20E-02	1.69E-02
-2.10E-02	1.29E-02
-2.07E-02	9.79E-03
-2.07E-02	5.40E-03
-2.34E-02	3.43E-03
-2.48E-02	1.17E-03
-2.55E-02	-3.08E-03
-2.40E-02	-5.93E-03
-2.20E-02	-8.78E-03
-2.09E-02	-1.29E-02
-1.95E-02	-1.48E-02
-1.81E-02	-1.80E-02
-1.68E-02	-2.16E-02
-1.43E-02	-2.51E-02
-1.30E-02	-2.71E-02
-1.39E-02	-3.07E-02
-1.38E-02	-3.49E-02
-1.27E-02	-3.79E-02
-1.11E-02	-4.13E-02
-1.23E-02	-4.53E-02
-1.51E-02	-4.85E-02
-1.50E-02	-5.38E-02
-1.34E-02	-5.61E-02
-1.00E-02	-5.67E-02
-9.00E-03	-5.57E-02
-8.32E-03	-5.33E-02
-6.60E-03	-5.22E-02
-2.69E-03	-5.03E-02
1.35E-03	-4.84E-02
7.86E-03	-4.57E-02
8.27E-03	-4.42E-02
1.47E-02	-4.00E-02
1.79E-02	-3.87E-02
2.40E-02	-3.65E-02
2.89E-02	-3.42E-02
3.31E-02	-3.26E-02
3.49E-02	-3.17E-02
