2.12E-02	2.47E-02
1.68E-02	2.63E-02
1.31E-02	2.71E-02
1.01E-02	2.77E-02
6.49E-03	2.77E-02
3.41E-03	2.82E-02
-3.43E-04	2.89E-02
-4.91E-03	2.82E-02
-5.59E-03	2.67E-02
-6.28E-03	2.47E-02
-7.77E-03	2.27E-02
-1.01E-02	2.12E-02
-1.25E-02	1.92E-02
-1.38E-02	1.69E-02
-1.68E-02	1.20E-02
-1.93E-02	1.01E-02
-2.20E-02	8.63E-03
-2.18E-02	5.75E-03
-2.20E-02	2.09E-03
-2.43E-02	-2.09E-03
-2.30E-02	-5.75E-03
-1.94E-02	-1.22E-02
-1.63E-02	-1.56E-02
-1.23E-02	-1.95E-02
-6.73E-03	-2.26E-02
-4.06E-03	-2.50E-02
1.32E-03	-2.41E-02
8.16E-03	-2.43E-02
1.61E-02	-2.47E-02
1.92E-02	-2.46E-02
