1.76E-02	2.26E-02
1.20E-02	2.17E-02
3.96E-03	2.15E-02
-1.48E-03	2.25E-02
-8.16E-03	2.55E-02
-1.69E-02	2.88E-02
-2.29E-02	3.18E-02
-3.35E-02	3.76E-02
-3.99E-02	3.98E-02
-5.32E-02	3.89E-02
-6.71E-02	3.80E-02
-7.73E-02	3.74E-02
-8.34E-02	3.84E-02
-6.96E-02	2.71E-02
-6.18E-02	1.90E-02
-5.09E-02	1.55E-02
-4.02E-02	1.35E-02
-3.11E-02	4.54E-03
-2.55E-02	-6.37E-03
-2.08E-02	-1.43E-02
-1.70E-02	-2.32E-02
-1.95E-02	-3.35E-02
-2.71E-02	-4.13E-02
-3.68E-02	-5.41E-02
-4.84E-02	-5.86E-02
-5.50E-02	-6.41E-02
-6.28E-02	-6.84E-02
-5.68E-02	-7.73E-02
-4.77E-02	-7.88E-02
-3.37E-02	-7.51E-02
-1.85E-02	-7.06E-02
-9.64E-03	-6.73E-02
1.00E-03	-6.52E-02
7.32E-03	-5.50E-02
1.12E-02	-4.71E-02
1.94E-02	-4.28E-02
2.79E-02	-4.19E-02
3.79E-02	-4.07E-02
4.84E-02	-3.84E-02
5.36E-02	-3.69E-02
