2.07E-02	2.49E-02
1.72E-02	2.63E-02
1.04E-02	2.64E-02
3.86E-03	2.84E-02
-1.96E-03	2.98E-02
-7.97E-03	3.04E-02
-1.36E-02	3.24E-02
-1.90E-02	3.40E-02
-2.44E-02	3.50E-02
-3.12E-02	3.59E-02
-3.61E-02	3.50E-02
-4.58E-02	3.51E-02
-5.20E-02	3.63E-02
-5.74E-02	3.71E-02
-6.17E-02	3.64E-02
-6.17E-02	3.07E-02
-6.12E-02	2.24E-02
-5.99E-02	1.51E-02
-5.76E-02	5.66E-03
-5.71E-02	1.63E-03
-5.52E-02	-7.80E-03
-5.48E-02	-1.37E-02
-5.49E-02	-1.84E-02
-5.28E-02	-2.70E-02
-4.95E-02	-3.63E-02
-4.61E-02	-4.21E-02
-4.22E-02	-5.17E-02
-3.66E-02	-5.60E-02
-2.98E-02	-5.70E-02
-2.25E-02	-5.48E-02
-1.82E-02	-5.39E-02
-8.48E-03	-5.53E-02
-2.07E-03	-5.50E-02
4.72E-03	-5.47E-02
1.29E-02	-5.23E-02
1.87E-02	-4.99E-02
2.67E-02	-4.92E-02
3.43E-02	-4.84E-02
3.97E-02	-4.56E-02
4.75E-02	-4.16E-02
5.27E-02	-4.23E-02
5.86E-02	-4.33E-02
6.46E-02	-4.30E-02
6.75E-02	-4.01E-02
