3.59E-02	-3.23E-02
3.29E-02	-3.22E-02
3.06E-02	-3.36E-02
2.80E-02	-3.39E-02
2.33E-02	-3.46E-02
2.06E-02	-3.48E-02
1.88E-02	-3.44E-02
1.61E-02	-3.55E-02
1.43E-02	-3.56E-02
1.13E-02	-3.51E-02
8.39E-03	-3.38E-02
5.75E-03	-3.13E-02
3.37E-03	-3.05E-02
2.05E-03	-3.05E-02
-9.88E-04	-2.91E-02
-4.55E-03	-2.73E-02
-5.87E-03	-2.58E-02
-7.55E-03	-2.07E-02
-1.15E-02	-1.57E-02
-1.33E-02	-1.35E-02
-1.49E-02	-1.19E-02
-1.89E-02	-9.88E-03
-2.16E-02	-5.61E-03
-2.21E-02	-2.61E-03
-2.21E-02	2.39E-03
-2.21E-02	8.01E-03
-2.06E-02	9.63E-03
-1.98E-02	1.30E-02
-1.65E-02	1.42E-02
-1.22E-02	1.60E-02
-8.63E-03	1.73E-02
-4.25E-03	1.79E-02
5.26E-04	1.95E-02
4.23E-03	1.88E-02
7.15E-03	2.00E-02
1.21E-02	2.13E-02
1.45E-02	2.25E-02
1.64E-02	2.21E-02
