6.20E-02	4.15E-02
5.33E-02	4.39E-02
4.56E-02	4.56E-02
3.69E-02	4.77E-02
3.15E-02	5.11E-02
2.58E-02	5.82E-02
2.01E-02	5.85E-02
1.03E-02	5.16E-02
3.36E-03	4.76E-02
-3.76E-03	4.46E-02
-7.79E-03	3.63E-02
-1.25E-02	2.83E-02
-2.15E-02	2.46E-02
-2.89E-02	1.79E-02
-3.19E-02	1.19E-02
-2.95E-02	4.67E-04
-2.55E-02	-4.26E-03
-2.59E-02	-1.19E-02
-2.39E-02	-2.04E-02
-1.95E-02	-2.87E-02
-1.14E-02	-3.79E-02
-1.74E-03	-4.16E-02
8.32E-03	-4.61E-02
1.81E-02	-4.91E-02
2.68E-02	-5.39E-02
3.76E-02	-5.93E-02
4.13E-02	-5.68E-02
4.74E-02	-5.86E-02
5.34E-02	-6.26E-02
6.19E-02	-6.61E-02
7.23E-02	-6.61E-02
8.34E-02	-6.55E-02
9.72E-02	-6.07E-02
1.04E-01	-5.94E-02
1.11E-01	-6.95E-02
1.16E-01	-7.54E-02
1.18E-01	-7.42E-02
1.19E-01	-6.91E-02
1.18E-01	-5.61E-02
1.19E-01	-5.17E-02
