4.77E-02	3.58E-02
4.10E-02	3.70E-02
3.72E-02	3.64E-02
3.42E-02	3.94E-02
2.89E-02	4.05E-02
2.48E-02	4.12E-02
2.17E-02	4.29E-02
1.60E-02	4.47E-02
1.09E-02	4.62E-02
6.13E-03	4.57E-02
1.82E-03	4.44E-02
-4.04E-04	4.45E-02
-3.88E-03	4.69E-02
-1.11E-02	5.04E-02
-1.47E-02	5.45E-02
-1.95E-02	5.81E-02
-2.17E-02	5.93E-02
-2.38E-02	5.92E-02
-2.51E-02	5.93E-02
-2.62E-02	5.58E-02
-2.68E-02	5.30E-02
-2.43E-02	4.83E-02
-2.34E-02	4.27E-02
-2.25E-02	3.82E-02
-2.22E-02	3.39E-02
-2.61E-02	3.08E-02
-2.73E-02	2.57E-02
-2.99E-02	2.08E-02
-3.33E-02	1.52E-02
-3.56E-02	1.20E-02
-3.92E-02	9.04E-03
-3.78E-02	2.52E-03
-3.74E-02	-1.63E-03
-3.63E-02	-6.49E-03
-3.47E-02	-1.28E-02
-3.42E-02	-1.66E-02
-3.56E-02	-1.97E-02
-3.65E-02	-2.21E-02
-3.59E-02	-2.68E-02
-3.57E-02	-2.99E-02
-3.68E-02	-3.22E-02
-3.78E-02	-3.41E-02
-3.59E-02	-3.82E-02
-3.18E-02	-3.98E-02
-2.62E-02	-4.11E-02
-2.18E-02	-4.17E-02
-1.56E-02	-3.78E-02
-9.42E-03	-3.35E-02
-2.77E-03	-3.07E-02
6.88E-05	-3.05E-02
4.14E-03	-3.05E-02
9.32E-03	-2.99E-02
1.38E-02	-2.91E-02
1.81E-02	-2.85E-02
2.09E-02	-2.96E-02
2.56E-02	-2.68E-02
2.77E-02	-2.90E-02
3.02E-02	-2.99E-02
3.44E-02	-2.93E-02
