1.57E-01	-5.65E-02
1.46E-01	-5.65E-02
1.41E-01	-5.59E-02
1.35E-01	-5.44E-02
1.26E-01	-5.35E-02
1.15E-01	-5.35E-02
1.10E-01	-5.35E-02
1.06E-01	-5.25E-02
9.78E-02	-5.08E-02
9.07E-02	-5.01E-02
8.28E-02	-4.92E-02
6.97E-02	-4.44E-02
5.39E-02	-4.39E-02
4.34E-02	-4.27E-02
3.46E-02	-4.21E-02
2.67E-02	-4.21E-02
1.79E-02	-3.97E-02
1.17E-02	-3.83E-02
4.63E-03	-3.61E-02
-2.63E-03	-3.28E-02
-8.83E-03	-3.02E-02
-1.68E-02	-2.59E-02
-2.30E-02	-2.24E-02
-2.87E-02	-1.93E-02
-3.32E-02	-1.54E-02
-3.59E-02	-1.24E-02
-3.39E-02	-5.18E-03
-3.18E-02	1.90E-03
-2.50E-02	1.17E-02
-2.19E-02	1.49E-02
-1.25E-02	1.95E-02
-5.37E-03	2.12E-02
1.62E-03	2.26E-02
9.83E-03	2.42E-02
1.68E-02	2.61E-02
2.29E-02	2.73E-02
2.99E-02	2.95E-02
3.39E-02	3.21E-02
