2.38E-02	2.31E-02
2.04E-02	2.58E-02
1.67E-02	2.59E-02
1.44E-02	2.86E-02
1.21E-02	3.29E-02
1.04E-02	3.57E-02
4.94E-03	4.27E-02
2.62E-03	4.51E-02
-1.65E-03	4.78E-02
-5.32E-03	4.75E-02
-9.24E-03	4.61E-02
-1.14E-02	4.44E-02
-1.35E-02	4.69E-02
-1.78E-02	4.93E-02
-2.10E-02	5.05E-02
-2.45E-02	5.07E-02
-3.01E-02	4.96E-02
-3.44E-02	4.88E-02
-3.82E-02	4.63E-02
-4.63E-02	4.95E-02
-4.99E-02	5.51E-02
-5.48E-02	5.83E-02
-5.78E-02	5.64E-02
-5.77E-02	4.02E-02
-5.91E-02	3.55E-02
-6.13E-02	3.39E-02
-6.45E-02	3.49E-02
-6.90E-02	3.83E-02
-7.44E-02	3.79E-02
-8.17E-02	3.76E-02
-9.01E-02	3.78E-02
-9.51E-02	3.78E-02
-1.00E-01	4.00E-02
-1.06E-01	4.01E-02
-1.10E-01	3.97E-02
-1.13E-01	3.68E-02
-1.11E-01	3.46E-02
-1.05E-01	3.15E-02
-9.82E-02	3.08E-02
-9.51E-02	2.81E-02
-8.80E-02	2.61E-02
-8.10E-02	2.82E-02
-7.46E-02	2.62E-02
-7.32E-02	2.19E-02
-6.67E-02	2.05E-02
-6.18E-02	2.05E-02
-5.72E-02	2.32E-02
-5.09E-02	2.24E-02
-4.32E-02	1.98E-02
-3.42E-02	1.45E-02
-2.33E-02	9.49E-03
-1.22E-02	4.84E-03
-1.06E-02	-3.55E-03
-7.02E-03	-1.69E-02
-5.49E-03	-2.67E-02
-1.04E-02	-3.27E-02
-2.38E-02	-3.62E-02
-3.85E-02	-3.88E-02
-4.66E-02	-4.42E-02
-3.46E-02	-5.70E-02
-2.25E-02	-5.80E-02
-1.58E-02	-5.75E-02
-1.11E-02	-5.95E-02
-9.22E-03	-6.24E-02
-1.17E-03	-5.95E-02
5.31E-03	-5.92E-02
1.61E-02	-5.92E-02
2.31E-02	-5.69E-02
2.83E-02	-5.46E-02
3.63E-02	-5.17E-02
4.59E-02	-4.93E-02
5.24E-02	-4.79E-02
5.74E-02	-4.64E-02
6.58E-02	-4.61E-02
7.36E-02	-4.26E-02
