1.40E-02	1.83E-02
1.07E-02	1.90E-02
9.41E-03	1.96E-02
7.32E-03	2.03E-02
5.08E-03	2.27E-02
2.97E-03	2.51E-02
1.26E-03	2.69E-02
-1.51E-03	3.06E-02
-3.63E-03	3.55E-02
-6.80E-03	4.07E-02
-8.90E-03	4.20E-02
-1.15E-02	4.59E-02
-1.38E-02	4.89E-02
-1.64E-02	5.22E-02
-1.78E-02	5.61E-02
-1.86E-02	5.83E-02
-2.08E-02	5.66E-02
-2.39E-02	5.12E-02
-2.42E-02	4.89E-02
-2.50E-02	4.39E-02
-2.38E-02	4.09E-02
-2.10E-02	3.87E-02
-1.59E-02	3.56E-02
-1.41E-02	3.37E-02
-1.42E-02	2.98E-02
-1.81E-02	2.89E-02
-2.23E-02	2.82E-02
-2.50E-02	2.75E-02
-2.59E-02	2.42E-02
-2.63E-02	1.98E-02
-2.63E-02	1.67E-02
-2.42E-02	1.53E-02
-2.15E-02	1.43E-02
-1.76E-02	1.28E-02
-1.35E-02	1.12E-02
-1.17E-02	8.49E-03
-9.58E-03	5.67E-03
-7.08E-03	3.21E-03
-6.02E-03	1.26E-03
-5.47E-03	-2.41E-03
-5.06E-03	-6.43E-03
-4.12E-03	-9.37E-03
-2.54E-03	-1.18E-02
-1.74E-03	-1.45E-02
-3.28E-03	-1.86E-02
-1.03E-02	-2.20E-02
-1.54E-02	-2.62E-02
-1.67E-02	-2.97E-02
-1.70E-02	-3.40E-02
-1.64E-02	-3.69E-02
-1.63E-02	-3.97E-02
-1.58E-02	-4.10E-02
-1.32E-02	-4.26E-02
-1.04E-02	-4.26E-02
-5.74E-03	-4.22E-02
-9.03E-04	-4.18E-02
2.10E-03	-4.16E-02
7.20E-03	-4.11E-02
1.02E-02	-3.98E-02
1.41E-02	-3.98E-02
1.69E-02	-4.21E-02
1.95E-02	-4.29E-02
2.38E-02	-4.17E-02
2.55E-02	-4.08E-02
2.85E-02	-3.97E-02
3.25E-02	-3.71E-02
3.61E-02	-3.67E-02
4.12E-02	-3.77E-02
4.60E-02	-3.97E-02
4.90E-02	-4.07E-02
5.31E-02	-4.25E-02
5.62E-02	-4.25E-02
6.05E-02	-3.95E-02
